Id,name
1,FACULTÉ DE MÉDECINE
2,FACULTÉ DE TECHNOLOGIE
3,FACULTÉ DES SCIENCES
4,FACULTÉ DES SCIENCES DE LA NATURE ET DE LA VIE
5,FACULTÉ DES SCIENCES ECONOMIQUES ET DE GESTION
6,INSTITUT D'ARCHITECTURE ET DES SCIENCES DE LA TERRE
7,INSTITUT D'OPTIQUE ET DE MÉCANIQUE DE PRÉCISION
8,INSTITUT DES SCIENCES ET TECHNIQUES DES MATÉRIAUX
